IDs	length	Exptl.	resolution	R-factor	FreeRvalue
3HOIA	193	XRAY	1.55	0.16	0.19
4WPEA	306	XRAY	2.7	0.21	0.25
6EMYA	317	XRAY	2.5	0.16	0.18
4YBBAM	114	XRAY	2.1	0.22	0.23
3I0YA	140	XRAY	1.5	0.17	0.21
1NO7A	604	XRAY	2.9	0.26	0.29
3NV1A	138	XRAY	1.5	0.18	0.2
3OP4A	248	XRAY	1.6	0.15	0.17
1Z88A	214	XRAY	2.1	0.17	0.21
3Q64A	162	XRAY	1.5	0.18	0.2
2FFJA	300	XRAY	2.45	0.19	0.26
3QHPA	166	XRAY	1.5	0.2	0.23
5F7UA	1063	XRAY	1.7	0.16	0.19
4KTOA	410	XRAY	2.14	0.18	0.23
3IR8A	221	XRAY	1.63	0.2	0.23
2Y2WA	574	XRAY	2.5	0.22	0.27
5YEDA	136	XRAY	1.6	0.2	0.22
1T5JA	313	XRAY	2.7	0.2	0.27
3GP6A	163	XRAY	1.4	0.17	0.21
1QYSA	106	XRAY	2.5	0.27	0.29
5WF2A	137	XRAY	1.85	0.19	0.22
5MZWB	248	XRAY	1.52	0.14	0.16
3THXA	934	XRAY	2.7	0.21	0.27
2AAMA	309	XRAY	2.2	0.22	0.24
3BPZA	202	XRAY	1.65	0.19	0.22
3QBRA	179	XRAY	2.6	0.18	0.23
1SLUA	142	XRAY	1.8	0.19	0.28
5XLYB	133	XRAY	1.76	0.21	0.23
2CV6A	424	XRAY	2.65	0.2	0.26
2QRDA	137	XRAY	2.41	0.2	0.26
1K7HA	476	XRAY	1.92	0.2	0.23
4E6WA	335	XRAY	2.19	0.2	0.24
3W56A	131	XRAY	1.6	0.21	0.25
2IIIA	135	XRAY	2.3	0.19	0.25
3I7AA	281	XRAY	2.06	0.19	0.24
5YZ2A	144	XRAY	1.75	0.21	0.23
4QHQA	241	XRAY	1.4	0.17	0.2
4M23A	364	XRAY	1.76	0.19	0.23
3TY4A	366	XRAY	1.55	0.19	0.21
3L7PA	115	XRAY	2	0.26	0.33
3OVWA	411	XRAY	2.3	0.16	0.23
1AC5A	483	XRAY	2.4	0.2	0.25
5KMYA	275	XRAY	1.91	0.18	0.21
1R77A	103	XRAY	1.75	0.2	0.23
4FQNA	98	XRAY	1.9	0.18	0.22
5EWUA	388	XRAY	1.25	0.17	0.18
3WD7A	403	XRAY	2.35	0.18	0.22
3UMHA	211	XRAY	2	0.21	0.24
6BZ0A	480	XRAY	1.83	0.18	0.22
4LQKA	143	XRAY	1.99	0.2	0.22
5LPEA	234	XRAY	2.65	0.22	0.28
5V91A	145	XRAY	1.3	0.13	0.15
6BLGA	379	XRAY	2.1	0.18	0.23
5L9WB	732	XRAY	2.9	0.2	0.23
4PV2A	197	XRAY	1.79	0.16	0.21
1INDH	226	XRAY	2.2	0.19	1
4U4RN2	120	XRAY	2.8	0.21	0.25
4S2UA	316	XRAY	2.71	0.25	0.3
4FVDA	152	XRAY	1.66	0.19	0.23
4ETRA	153	XRAY	2.25	0.22	0.28
4K6FA	255	XRAY	1.5	0.17	0.21
5LZ3B	58	XRAY	3	0.22	0.25
3HO9A	427	XRAY	1.9	0.16	0.19
3FPNA	119	XRAY	1.8	0.23	0.25
3F2EA	100	XRAY	1.67	0.18	0.2
5MPVD	90	XRAY	1.49	0.19	0.22
4YD9B	920	XRAY	3	0.28	0.3
1VKHA	273	XRAY	1.85	0.14	0.19
4OX0A	104	XRAY	2.49	0.23	0.27
3TGUD	241	XRAY	2.7	0.26	0.29
4XZ7A	399	XRAY	2.1	0.19	0.24
1VK1A	242	XRAY	1.2	0.17	0.17
4Z2ZA	146	XRAY	1.8	0.18	0.21
5K0PA	109	XRAY	1.94	0.16	0.24
2I7HA	189	XRAY	2.3	0.18	0.21
4U4RD6	97	XRAY	2.8	0.21	0.25
4HS4A	199	XRAY	2.1	0.21	0.23
5TH9H	230	XRAY	3	0.22	0.26
3V6FA	224	XRAY	2.52	0.18	0.22
6AU1A	357	XRAY	1.76	0.15	0.17
4PAGA	324	XRAY	1.9	0.14	0.2
3L4DA	453	XRAY	2.75	0.22	0.27
3EEHA	125	XRAY	1.95	0.18	0.2
5CHXA	214	XRAY	2.3	0.21	0.27
4XUOA	159	XRAY	1.7	0.21	0.25
3TF7C	256	XRAY	2.75	0.24	0.26
1VQOJ	145	XRAY	2.2	0.21	0.25
2X6HA	696	XRAY	2.9	0.24	0.28
5YBAA	175	XRAY	2.06	0.17	0.21
3VTSA	61	XRAY	2.43	0.24	0.28
1FTRA	296	XRAY	1.7	0.2	0.25
3FNRA	464	XRAY	2.2	0.21	0.26
2ASUB	234	XRAY	1.85	0.2	0.24
2BS2C	256	XRAY	1.78	0.23	0.24
1EAYC	74	XRAY	2	0.22	1
6HRLA	287	XRAY	2.6	0.23	0.27
2Y6TE	148	XRAY	2.74	0.25	0.31
4WOYA	329	XRAY	2.4	0.21	0.24
5YJ9D	423	XRAY	2.53	0.23	0.24
3DO5A	327	XRAY	2.2	0.19	0.22
4JPWL	210	XRAY	2.9	0.21	0.27
2W2NP	114	XRAY	2.3	0.21	0.25
4EM6A	553	XRAY	1.9	0.13	0.17
4IF2A	326	XRAY	2.27	0.19	0.23
5GM0A	284	XRAY	1.7	0.24	0.27
2HRAA	209	XRAY	1.9	0.22	0.26
2CIBA	455	XRAY	1.5	0.2	0.23
4AEEA	696	XRAY	2.28	0.19	0.24
4XA2A	498	XRAY	1.98	0.18	0.24
3FD5A	394	XRAY	1.9	0.14	0.2
5J75A	264	XRAY	2	0.22	0.26
3FFVA	181	XRAY	2	0.18	0.23
4EVYA	166	XRAY	1.77	0.17	0.21
2PWYA	258	XRAY	1.7	0.18	0.21
4OVTA	324	XRAY	1.8	0.15	0.18
1KXTB	127	XRAY	2	0.2	0.24
5B19A	232	XRAY	1.85	0.24	0.27
2HUJA	140	XRAY	1.74	0.17	0.21
3NFKA	107	XRAY	1.43	0.19	0.2
4OZTU	195	XRAY	2.7	0.18	0.22
3LO8A	311	XRAY	1.05	0.12	0.15
4R60A	400	XRAY	1.83	0.18	0.21
3FLDA	153	XRAY	2.4	0.22	0.26
4B45A	349	XRAY	2.1	0.18	0.23
2QTSA	438	XRAY	1.9	0.21	0.23
3WPEA	801	XRAY	2.38	0.22	0.27
4MDDA	258	XRAY	2.4	0.22	0.26
4CIJA	271	XRAY	2.3	0.2	0.23
4RWFA	591	XRAY	1.76	0.16	0.2
3T8YA	164	XRAY	1.9	0.23	0.24
3N0FA	555	XRAY	2.7	0.23	0.24
5B7HA	219	XRAY	1.49	0.16	0.19
4H15A	261	XRAY	1.45	0.15	0.17
4YCUC	42	XRAY	2.1	0.19	0.21
3GMTA	230	XRAY	2.1	0.24	0.29
2R9YA	430	XRAY	2.65	0.19	0.22
4DJDC	446	XRAY	2.38	0.19	0.23
5KUKA	343	XRAY	2	0.2	0.23
6GEFA	402	XRAY	2.75	0.26	0.3
1D5RA	324	XRAY	2.1	0.23	0.28
6EWZA	237	XRAY	2.24	0.2	0.23
5J71A	400	XRAY	1.65	0.18	0.2
1SZIA	247	XRAY	2.8	0.24	0.27
4OMUA	283	XRAY	1.65	0.18	0.22
3MLNA	224	XRAY	2.4	0.17	0.22
1GR3A	160	XRAY	2	0.19	0.2
4LNPA	61	XRAY	1.41	0.14	0.19
4DM7A	301	XRAY	1.36	0.21	0.22
4LP7A	254	XRAY	2.83	0.19	0.23
3H6JA	438	XRAY	1.6	0.17	0.19
1NLFA	279	XRAY	1.95	0.24	0.24
4KL0A	379	XRAY	1.6	0.2	0.23
2DKVA	309	XRAY	2	0.18	0.22
4TPUA	173	XRAY	2.35	0.21	0.27
1X9MA	698	XRAY	2.1	0.21	0.24
3IGQA	201	XRAY	2.3	0.21	0.26
3RKOA	147	XRAY	3	0.23	0.28
4O1WA	79	XRAY	2	0.17	0.22
5T9JA	506	XRAY	3	0.2	0.24
2Z3QB	107	XRAY	1.85	0.2	0.25
1R8JA	289	XRAY	2.03	0.21	0.27
2G2CA	167	XRAY	1.5	0.17	0.2
1ZRNA	232	XRAY	1.83	0.2	0.26
4WMAD	50	XRAY	1.62	0.22	0.24
3FWBB	55	XRAY	2.5	0.19	0.23
3CWXA	176	XRAY	2.3	0.24	0.29
4EAEA	190	XRAY	1.32	0.16	0.18
3GTXA	339	XRAY	1.62	0.24	0.28
2NYBA	192	XRAY	1.1	0.16	0.17
4MPGA	266	XRAY	1.95	0.17	0.22
6D1TA	79	XRAY	2.25	0.24	0.27
4RMMA	154	XRAY	2.2	0.24	0.28
5WQ3A	264	XRAY	1.95	0.18	0.23
4GNEA	107	XRAY	1.47	0.15	0.18
5VCZA	311	XRAY	1.5	0.15	0.18
5TT6A	394	XRAY	2.19	0.2	0.26
2IP1A	432	XRAY	1.8	0.18	0.21
1JATA	155	XRAY	1.6	0.2	0.24
3HBFA	454	XRAY	2.1	0.2	0.25
2A10A	125	XRAY	1.8	0.19	0.23
5T3UA	148	XRAY	2.15	0.21	0.25
5AHNA	489	XRAY	1.65	0.16	0.18
3OPTA	373	XRAY	2.2	0.2	0.24
3GRKA	293	XRAY	2.35	0.21	0.27
5MDIA	102	XRAY	2.1	0.17	0.21
1MV8A	436	XRAY	1.55	0.17	0.19
1QI7A	253	XRAY	2	0.18	0.23
4EKXA	116	XRAY	1.75	0.19	0.23
3UP9A	245	XRAY	2.35	0.16	0.2
2XYBA	497	XRAY	1.75	0.17	0.21
1BM8A	99	XRAY	1.71	0.2	0.26
3FJSA	114	XRAY	1.9	0.18	0.22
5CG5A	355	XRAY	1.4	0.2	0.22
5A7MA	766	XRAY	1.8	0.16	0.2
1DCQA	278	XRAY	2.1	0.23	0.27
3WWHA	330	XRAY	1.65	0.15	0.17
1ZOQC	47	XRAY	2.37	0.21	0.23
4DKNA	221	XRAY	1.35	0.19	0.21
4ECPA	167	XRAY	1.8	0.18	0.21
5E2WL	219	XRAY	1.5	0.22	0.22
1UDXA	416	XRAY	2.07	0.23	0.28
3K59A	786	XRAY	1.92	0.2	0.2
3G9GA	287	XRAY	2.4	0.19	0.24
5WKFD	198	XRAY	2.95	0.19	0.25
2AS0A	396	XRAY	1.8	0.21	0.24
1OFCX	304	XRAY	1.9	0.22	0.25
3QIOA	150	XRAY	1.4	0.2	0.23
3VK8A	295	XRAY	2	0.21	0.23
3EOTL	215	XRAY	1.9	0.24	0.27
6AIGA	263	XRAY	2	0.19	0.23
4N8FA	112	XRAY	2	0.18	0.23
3GWQA	426	XRAY	2	0.17	0.2
5NNHA	240	XRAY	2.2	0.2	0.24
3JQOB	135	XRAY	2.6	0.23	0.26
5JA4D	181	XRAY	2.42	0.2	0.25
1JGUH	217	XRAY	1.8	0.21	0.23
3ZDRA	433	XRAY	2.5	0.18	0.24
5ZWLG	280	XRAY	1.98	0.21	0.24
3BPQA	52	XRAY	2.2	0.24	0.27
1ZS6A	169	XRAY	2.3	0.21	0.26
5CB3A	183	XRAY	1.8	0.19	0.22
2JJUA	127	XRAY	1.19	0.14	0.16
3I5GB	153	XRAY	2.6	0.25	0.3
5XOGL	72	XRAY	3	0.2	0.23
2YFOA	720	XRAY	1.35	0.12	0.14
1JEBB	146	XRAY	2.1	0.22	0.25
1M1JC	409	XRAY	2.7	0.23	0.26
2NSQA	155	XRAY	1.85	0.17	0.22
5VJTA	196	XRAY	1.45	0.2	0.24
3O4YA	196	XRAY	2.2	0.24	0.28
4PQ1A	158	XRAY	2.1	0.19	0.25
2GWHA	298	XRAY	1.8	0.19	0.22
3FZYA	234	XRAY	1.95	0.17	0.22
3CX5D	248	XRAY	1.9	0.24	0.26
1REQA	727	XRAY	2	0.22	0.28
4FZWA	258	XRAY	2.55	0.28	0.32
5L1RA	401	XRAY	2	0.15	0.17
2R0IA	327	XRAY	2.2	0.19	0.24
4KP3E	43	XRAY	2.41	0.2	0.24
5HASA	468	XRAY	2.65	0.21	0.26
3HZ7A	87	XRAY	2	0.23	0.25
5GV3A	169	XRAY	2.1	0.27	0.31
1HI9A	274	XRAY	2.4	0.23	0.27
1CS6A	382	XRAY	1.8	0.23	0.26
4YZRA	405	XRAY	1.35	0.18	0.21
3ACDA	181	XRAY	1.89	0.2	0.23
5N56A	199	XRAY	2.07	0.15	0.24
4BE9A	545	XRAY	2	0.17	0.21
2HOXA	427	XRAY	1.4	0.17	0.2
1VH8A	170	XRAY	2.35	0.24	0.28
3FDRA	94	XRAY	1.75	0.22	0.26
4LURA	309	XRAY	1.9	0.22	0.27
3EC3A	250	XRAY	1.92	0.19	0.24
2HR7A	486	XRAY	2.32	0.2	0.23
5B66J	40	XRAY	1.85	0.16	0.2
4X8WH	48	XRAY	2.65	0.21	0.25
4Y4O1O	122	XRAY	2.3	0.21	0.25
4MQBA	208	XRAY	1.55	0.14	0.2
2CY2A	174	XRAY	2	0.2	0.23
4E71A	111	XRAY	2.26	0.25	0.28
2HY5A	130	XRAY	1.72	0.2	0.21
3D4UB	74	XRAY	1.7	0.16	0.17
2FCOA	200	XRAY	1.4	0.22	0.23
3D00A	191	XRAY	1.9	0.23	0.27
5L8IA	128	XRAY	1.88	0.24	0.28
2G64A	140	XRAY	1.8	0.16	0.22
5ABSA	66	XRAY	1.74	0.25	0.28
3O2IA	125	XRAY	2.2	0.2	0.25
1SDOA	203	XRAY	1.85	0.22	0.24
4ZD6A	227	XRAY	1.6	0.18	0.21
5TX7A	327	XRAY	2.51	0.18	0.23
2OXGB	124	XRAY	1.4	0.17	0.19
4M9CA	216	XRAY	2.1	0.19	0.23
4IRFA	156	XRAY	1.65	0.22	0.23
1XV2A	237	XRAY	2	0.19	0.24
2HZQA	174	XRAY	1.8	0.19	0.23
4HNOA	288	XRAY	0.92	0.13	0.14
5D04C	351	XRAY	1.7	0.15	0.18
2C0RA	362	XRAY	1.2	0.15	0.21
6AZ6A	223	XRAY	1.91	0.2	0.23
4Z0HO	334	XRAY	2.3	0.25	0.28
2Z0XA	158	XRAY	1.64	0.16	0.19
5EVKA	271	XRAY	1.63	0.16	0.18
5F07A	213	XRAY	1.5	0.17	0.19
1UUJA	88	XRAY	1.75	0.19	0.25
1HYQA	263	XRAY	2.6	0.21	0.23
3IDVA	241	XRAY	1.95	0.21	0.25
2GUDA	122	XRAY	0.94	0.14	0.16
6CUMA	315	XRAY	1.6	0.18	0.21
4E6RA	58	XRAY	2.2	0.2	0.23
4L5FH	218	XRAY	2.45	0.19	0.24
3R2JA	227	XRAY	2.68	0.22	0.3
1VBGA	876	XRAY	2.3	0.21	0.24
1UUFA	369	XRAY	1.76	0.18	0.21
2F5GA	133	XRAY	1.7	0.21	0.23
3ICSA	588	XRAY	1.94	0.18	0.23
3QQWA	332	XRAY	2.44	0.2	0.23
3TR8A	186	XRAY	2.5	0.21	0.28
3HD4A	139	XRAY	1.75	0.19	0.23
4H1GA	715	XRAY	2.15	0.17	0.21
5HX9A	283	XRAY	1.8	0.16	0.2
2DGKA	452	XRAY	1.9	0.22	0.25
2A9GA	418	XRAY	2.3	0.2	0.27
1V72A	356	XRAY	2.05	0.22	0.24
3FGBA	361	XRAY	2	0.23	0.24
3K2ZA	196	XRAY	1.37	0.2	0.23
2F4MB	61	XRAY	1.85	0.19	0.24
1FMTA	314	XRAY	2	0.21	0.26
1CXZB	86	XRAY	2.2	0.21	0.27
5L16A	398	XRAY	1.88	0.17	0.21
2XSDC	164	XRAY	2.05	0.2	0.23
3KE6A	399	XRAY	2.6	0.21	0.27
5H3XA	267	XRAY	2.1	0.22	0.24
5DX9A	316	XRAY	2.15	0.23	0.27
5EIKA	258	XRAY	2.3	0.21	0.25
4WHSB	238	XRAY	1.35	0.14	0.17
5G3XA	248	XRAY	1.66	0.15	0.19
2P4GA	270	XRAY	2.3	0.17	0.23
1MUJB	197	XRAY	2.15	0.22	0.25
2B3HA	329	XRAY	1.1	0.1	0.13
2CA6A	386	XRAY	2.2	0.17	0.22
3RTXA	343	XRAY	2.81	0.22	0.28
3UMZA	113	XRAY	1.65	0.24	0.27
3W5NA	1043	XRAY	1.8	0.16	0.19
5UN7A	308	XRAY	2.1	0.18	0.22
2PBIB	354	XRAY	1.95	0.18	0.23
1J1VA	94	XRAY	2.1	0.23	0.25
4FGVA	1086	XRAY	2.94	0.22	0.24
4RAYA	145	XRAY	1.55	0.18	0.21
3HIUA	166	XRAY	1.85	0.21	0.26
4O0MA	524	XRAY	2.84	0.23	0.27
4EQ5A	571	XRAY	2.85	0.28	0.36
4XP7A	346	XRAY	1.9	0.17	0.21
2SICI	107	XRAY	1.8	0.18	1
1ZK5A	176	XRAY	1.4	0.19	0.2
2Y3CA	294	XRAY	1.4	0.15	0.17
1VKKA	154	XRAY	1.35	0.16	0.19
4WMLA	231	XRAY	1.73	0.21	0.25
6EOUA	388	XRAY	1.75	0.19	0.23
4O26A	257	XRAY	3	0.22	0.26
3UHFA	274	XRAY	1.83	0.16	0.19
3HFWA	357	XRAY	1.92	0.16	0.18
1HC8A	76	XRAY	2.8	0.22	0.25
6AU8A	283	XRAY	1.8	0.16	0.2
4ILLA	289	XRAY	2.48	0.22	0.24
3IOXA	497	XRAY	1.8	0.19	0.23
4RDQA	409	XRAY	2.85	0.22	0.23
5EREA	568	XRAY	2	0.17	0.23
3SYXA	130	XRAY	2.45	0.23	0.27
3N1FC	102	XRAY	1.6	0.15	0.19
1FPZA	212	XRAY	2	0.2	0.25
4KDLB	90	XRAY	1.81	0.18	0.21
5T51B	102	XRAY	2.2	0.21	0.25
5C1FA	310	XRAY	2.35	0.19	0.24
3RYKA	205	XRAY	1.63	0.12	0.16
2ZKZA	99	XRAY	2	0.25	0.27
2ICGA	160	XRAY	1.65	0.2	0.23
3ULSB	226	XRAY	2.5	0.21	0.27
1SYXB	86	XRAY	2.34	0.22	0.26
2B5OA	402	XRAY	2.5	0.18	0.23
6C09D	247	XRAY	2.95	0.18	0.21
3OT6A	232	XRAY	2.5	0.19	0.25
5O3UA	724	XRAY	1.86	0.19	0.22
5FCUL	216	XRAY	1.85	0.19	0.22
5ABMA	500	XRAY	1.7	0.18	0.2
5H2GA	283	XRAY	2	0.19	0.22
3CUCA	291	XRAY	2.71	0.22	0.25
1G8KB	133	XRAY	1.64	0.15	0.18
3RG1C	147	XRAY	2.91	0.24	0.28
5E10A	133	XRAY	1.8	0.17	0.21
3BKPA	232	XRAY	1.8	0.17	0.22
4GGFC	114	XRAY	1.6	0.18	0.2
1XGSA	295	XRAY	1.75	0.19	0.23
1QEZA	173	XRAY	2.7	0.2	0.24
4QMEA	866	XRAY	1.6	0.15	0.17
5EJ3A	234	XRAY	1.31	0.13	0.17
5CPGA	155	XRAY	1.69	0.17	0.22
5B74A	182	XRAY	2.04	0.21	0.24
1Y55X	126	XRAY	1	0.17	0.18
3IMKA	158	XRAY	1.45	0.15	0.18
2Q6TA	444	XRAY	2.9	0.24	0.28
1MG5A	255	XRAY	1.63	0.17	0.2
2J4TA	144	XRAY	2.02	0.23	0.29
2P3EA	420	XRAY	1.99	0.19	0.22
3MLQE	71	XRAY	2.91	0.23	0.25
3BYWA	177	XRAY	2.35	0.21	0.26
3ACZA	389	XRAY	1.97	0.16	0.19
1J02A	267	XRAY	1.7	0.2	0.23
2YVYA	278	XRAY	2.3	0.26	0.29
4WY4A	64	XRAY	1.4	0.14	0.18
5XF9D	468	XRAY	2.58	0.2	0.24
5MO3H	221	XRAY	1.69	0.19	0.23
6AO5B	93	XRAY	2.96	0.24	0.26
3D2FA	675	XRAY	2.3	0.2	0.24
3D5TA	331	XRAY	2.51	0.18	0.24
1W53A	84	XRAY	1.6	0.2	0.23
6BQCA	383	XRAY	2.07	0.17	0.2
4UBTA	399	XRAY	1.7	0.15	0.17
1URUA	244	XRAY	2.6	0.23	0.31
5JBDA	893	XRAY	1.8	0.18	0.21
3PV2A	451	XRAY	2.15	0.21	0.25
6EI0G	119	XRAY	1.34	0.17	0.2
4I4JA	159	XRAY	2.78	0.21	0.27
2BAYA	61	XRAY	1.5	0.18	0.2
3IHMA	430	XRAY	2.3	0.21	0.24
5YIXA	361	XRAY	2.3	0.22	0.26
4ZFZA	277	XRAY	1.76	0.2	0.23
4NE3A	93	XRAY	1.8	0.23	0.25
3BI7A	212	XRAY	1.7	0.16	0.2
2XJ4A	286	XRAY	1.6	0.13	0.17
5HH3A	397	XRAY	2.1	0.2	0.23
3SEOA	241	XRAY	2.31	0.23	0.28
3WS7A	306	XRAY	1.18	0.17	0.19
4E9OX	269	XRAY	1.42	0.17	0.19
4AVMA	237	XRAY	1.91	0.17	0.2
1RZUA	485	XRAY	2.3	0.18	0.22
5U65A	138	XRAY	2.3	0.2	0.26
3U5WA	148	XRAY	2.05	0.21	0.24
3B9WA	407	XRAY	1.3	0.15	0.17
5LAAC	170	XRAY	3	0.21	0.25
2ZA4B	90	XRAY	1.58	0.2	0.2
4R4MA	49	XRAY	1.92	0.23	0.27
2EEZA	369	XRAY	2.71	0.22	0.26
4S3JA	433	XRAY	1.6	0.16	0.18
3R9UA	315	XRAY	2.36	0.2	0.25
3DIEA	106	XRAY	1.85	0.19	0.22
2VYIA	131	XRAY	2.4	0.19	0.25
5CTDA	71	XRAY	1.6	0.18	0.2
1TUHA	156	XRAY	1.85	0.19	0.21
2NUHA	118	XRAY	1.39	0.2	0.2
3KIZA	394	XRAY	1.5	0.16	0.19
4BJAA	266	XRAY	1.65	0.18	0.23
4QYOB	111	XRAY	1.21	0.15	0.17
2FSHA	853	XRAY	2	0.21	0.26
1WTYA	119	XRAY	2.2	0.23	0.28
3HMQA	275	XRAY	1.9	0.15	0.19
3C8EA	288	XRAY	1.5	0.17	0.2
5H4CA	186	XRAY	2.3	0.18	0.21
2RH0A	157	XRAY	1.95	0.19	0.23
1QKZH	219	XRAY	1.95	0.21	0.26
2OUXA	286	XRAY	2.16	0.26	0.31
2OMZB	105	XRAY	1.6	0.15	0.19
5DSSB	185	XRAY	2.8	0.27	0.28
2A3NA	355	XRAY	1.23	0.11	0.14
2OPAA	61	XRAY	2.4	0.22	0.25
3X44A	332	XRAY	1.9	0.21	0.26
3BKWA	243	XRAY	1.6	0.17	0.2
2VEZA	190	XRAY	1.45	0.17	0.22
4UN1A	173	XRAY	1.97	0.2	0.26
6GFBA	166	XRAY	2.08	0.21	0.24
4JJ7A	275	XRAY	1.18	0.14	0.16
2D4VA	429	XRAY	1.9	0.2	0.2
3ZNNA	347	XRAY	1.9	0.21	0.26
4F7FA	120	XRAY	1.8	0.2	0.25
5C4VB	127	XRAY	2.6	0.21	0.24
4C2M4	326	XRAY	2.8	0.17	0.21
2XTJB	107	XRAY	2.7	0.2	0.26
1KHUA	218	XRAY	2.5	0.24	0.27
6DAWA	342	XRAY	2.1	0.2	0.25
2LTNA	181	XRAY	1.7	0.18	1
5UICA	144	XRAY	2.49	0.23	0.24
3BDRA	190	XRAY	2.8	0.24	0.26
4CHEA	168	XRAY	1.8	0.17	0.19
5IJ6A	355	XRAY	2	0.18	0.21
5XTAA	120	XRAY	2	0.22	0.26
5M2IG	121	XRAY	2.15	0.21	0.24
5U3JL	215	XRAY	2.74	0.23	0.26
3L0OA	427	XRAY	2.35	0.27	0.3
5MACA	474	XRAY	2.6	0.19	0.23
1OY5A	257	XRAY	2.6	0.28	0.3
4FAYA	258	XRAY	1.56	0.17	0.2
5LUVA	166	XRAY	2.5	0.21	0.25
3LYVA	66	XRAY	2.7	0.24	0.28
5ZQ3A	377	XRAY	2.18	0.19	0.21
3DEUA	166	XRAY	2.3	0.23	0.26
1H8TC	238	XRAY	2.9	0.25	0.26
5DNLA	176	XRAY	1.53	0.14	0.15
3D9HA	285	XRAY	2.2	0.2	0.22
4N6OB	131	XRAY	1.8	0.21	0.23
3WG3A	178	XRAY	1.35	0.14	0.16
3N53A	140	XRAY	2.2	0.27	0.29
1MHYD	521	XRAY	2	0.14	1
5JR6A	664	XRAY	2.3	0.2	0.24
4LBAA	137	XRAY	1.7	0.17	0.19
2VPZA	765	XRAY	2.4	0.25	0.25
4GIWA	198	XRAY	2	0.2	0.21
4MU6A	367	XRAY	2.08	0.21	0.28
4UU9B	111	XRAY	2.12	0.18	0.2
5UBDA	130	XRAY	2	0.22	0.25
2RFLA	173	XRAY	2.35	0.24	0.28
6C4UA	134	XRAY	2.6	0.23	0.28
5CZFA	52	XRAY	2.67	0.2	0.25
4G92A	64	XRAY	1.8	0.16	0.19
3PVLA	655	XRAY	2.8	0.23	0.26
1GPEA	587	XRAY	1.8	0.16	0.2
6CCGA	73	XRAY	1.9	0.23	0.25
1HW1A	239	XRAY	1.5	0.2	0.22
4AIZA	108	XRAY	1.75	0.17	0.22
2BKWA	385	XRAY	2.57	0.2	0.26
3I5TA	476	XRAY	2	0.18	0.23
2H6TA	340	XRAY	1.9	0.25	0.25
4RMPA	161	XRAY	2.51	0.16	0.23
2WG3C	463	XRAY	2.6	0.23	0.28
3I2ZA	71	XRAY	1.1	0.2	0.23
3AGRA	602	XRAY	2.8	0.23	0.27
5JA9C	110	XRAY	1.85	0.2	0.24
3PG0A	165	XRAY	1.62	0.17	0.18
2Q4AA	330	XRAY	2.39	0.17	0.23
5NOAA	381	XRAY	1.26	0.12	0.15
1Z0KB	69	XRAY	1.92	0.24	0.26
3MJKA	169	XRAY	2.4	0.23	0.28
1Y0KA	209	XRAY	1.75	0.19	0.22
5LMWA	129	XRAY	1.5	0.19	0.2
1XE0A	114	XRAY	1.7	0.21	0.26
5TW4A	359	XRAY	1.57	0.16	0.18
4KQAA	453	XRAY	2.6	0.22	0.25
2D5BA	500	XRAY	1.8	0.2	0.24
4YKIA	256	XRAY	1.21	0.14	0.16
2VN8A	375	XRAY	2.1	0.18	0.21
5DIKA	121	XRAY	1.9	0.18	0.2
1FZVA	132	XRAY	2	0.22	0.25
3P09A	290	XRAY	1.9	0.16	0.21
4IAOC	159	XRAY	2.9	0.23	0.27
3BCYA	155	XRAY	1.7	0.2	0.24
1M2TB	263	XRAY	1.89	0.21	0.24
4MMWA	405	XRAY	1.65	0.17	0.19
3LGJA	169	XRAY	2.5	0.23	0.27
5HBAA	134	XRAY	2.05	0.18	0.22
3C2GA	619	XRAY	2.5	0.22	0.26
5GIRA	240	XRAY	1.93	0.18	0.23
4JVWA	115	XRAY	2	0.21	0.23
6ENOA	421	XRAY	1.64	0.17	0.21
3AEHA	308	XRAY	2	0.18	0.22
5IVLA	429	XRAY	2.3	0.2	0.25
1KCVL	214	XRAY	1.8	0.2	0.23
5SV6A	291	XRAY	1.92	0.18	0.24
3DIPA	411	XRAY	2.5	0.22	0.28
2C1DA	264	XRAY	1.92	0.16	0.21
4YGVB	219	XRAY	1.76	0.18	0.2
5W1OA	427	XRAY	2.8	0.23	0.27
3CE2A	618	XRAY	2.6	0.2	0.25
12ASA	330	XRAY	2.2	0.16	0.29
5C91A	375	XRAY	2.44	0.25	0.3
3W0KA	330	XRAY	1.6	0.18	0.19
1OTFA	62	XRAY	1.9	0.2	1
3UMVA	506	XRAY	1.71	0.18	0.22
4YWFA	374	XRAY	2	0.22	0.24
5AURA	83	XRAY	1.26	0.18	0.23
3K7XA	349	XRAY	1.89	0.17	0.18
1ULZA	451	XRAY	2.2	0.2	0.24
4NFNA	309	XRAY	1.42	0.19	0.21
5T7OA	521	XRAY	1.8	0.18	0.22
1P27A	144	XRAY	2	0.22	0.27
2NYKA	285	XRAY	2.1	0.21	0.24
4C5PA	283	XRAY	1.59	0.16	0.19
6EEWA	500	XRAY	2.05	0.22	0.26
3K1RA	192	XRAY	2.3	0.21	0.26
1OO0A	147	XRAY	1.85	0.21	0.26
3HRVA	192	XRAY	1.5	0.22	0.22
4ITQA	107	XRAY	2.7	0.27	0.32
1YYAA	250	XRAY	1.6	0.17	0.18
5LDDB	250	XRAY	2.5	0.2	0.24
1WKCA	184	XRAY	1.7	0.22	0.25
